train_dataset,eval_dataset,algorithm,layer,layer_name,accuracy,n_samples,in_distribution
arc_easy,common_sense_qa,PCA-G,22,h22,0.125,40,False
arc_easy,boolq,PCA-G,22,h22,0.51,100,False
arc_easy,imdb,PCA-G,22,h22,0.99,100,False
arc_easy,dbpedia_14,PCA-G,22,h22,0.55,100,False
arc_easy,arc_easy,CCS,24,h24,0.26,50,True
arc_easy,common_sense_qa,CCS,24,h24,0.325,40,False
arc_easy,boolq,CCS,24,h24,0.6,100,False
arc_easy,imdb,CCS,24,h24,1.0,100,False
arc_easy,dbpedia_14,CCS,24,h24,0.58,100,False
arc_easy,arc_easy,LAT,24,h24,0.24,50,True
arc_easy,common_sense_qa,LAT,24,h24,0.125,40,False
arc_easy,boolq,LAT,24,h24,0.5,100,False
arc_easy,imdb,LAT,24,h24,0.96,100,False
arc_easy,dbpedia_14,LAT,24,h24,0.59,100,False
arc_easy,arc_easy,DIM,24,h24,0.4,50,True
arc_easy,common_sense_qa,DIM,24,h24,0.2,40,False
arc_easy,boolq,DIM,24,h24,0.6,100,False
arc_easy,imdb,DIM,24,h24,0.84,100,False
arc_easy,dbpedia_14,DIM,24,h24,0.74,100,False
arc_easy,arc_easy,LDA,24,h24,0.34,50,True
arc_easy,common_sense_qa,LDA,24,h24,0.175,40,False
arc_easy,boolq,LDA,24,h24,0.6,100,False
arc_easy,imdb,LDA,24,h24,1.0,100,False
arc_easy,dbpedia_14,LDA,24,h24,0.54,100,False
arc_easy,arc_easy,LR,24,h24,0.44,50,True
arc_easy,common_sense_qa,LR,24,h24,0.15,40,False
arc_easy,boolq,LR,24,h24,0.59,100,False
arc_easy,imdb,LR,24,h24,0.88,100,False
arc_easy,dbpedia_14,LR,24,h24,0.92,100,False
arc_easy,arc_easy,LR-G,24,h24,0.5,50,True
arc_easy,common_sense_qa,LR-G,24,h24,0.175,40,False
arc_easy,boolq,LR-G,24,h24,0.59,100,False
arc_easy,imdb,LR-G,24,h24,0.89,100,False
arc_easy,dbpedia_14,LR-G,24,h24,0.92,100,False
arc_easy,arc_easy,PCA,24,h24,0.22,50,True
arc_easy,common_sense_qa,PCA,24,h24,0.125,40,False
arc_easy,boolq,PCA,24,h24,0.52,100,False
arc_easy,imdb,PCA,24,h24,0.94,100,False
arc_easy,dbpedia_14,PCA,24,h24,0.59,100,False
arc_easy,arc_easy,PCA-G,24,h24,0.34,50,True
arc_easy,common_sense_qa,PCA-G,24,h24,0.125,40,False
arc_easy,boolq,PCA-G,24,h24,0.52,100,False
arc_easy,imdb,PCA-G,24,h24,0.98,100,False
arc_easy,dbpedia_14,PCA-G,24,h24,0.57,100,False
arc_easy,arc_easy,CCS,26,h26,0.3,50,True
arc_easy,common_sense_qa,CCS,26,h26,0.275,40,False
arc_easy,boolq,CCS,26,h26,0.6,100,False
arc_easy,imdb,CCS,26,h26,0.87,100,False
arc_easy,dbpedia_14,CCS,26,h26,0.91,100,False
arc_easy,arc_easy,LAT,26,h26,0.22,50,True
arc_easy,common_sense_qa,LAT,26,h26,0.15,40,False
arc_easy,boolq,LAT,26,h26,0.52,100,False
arc_easy,imdb,LAT,26,h26,0.78,100,False
arc_easy,dbpedia_14,LAT,26,h26,0.59,100,False
arc_easy,arc_easy,DIM,26,h26,0.4,50,True
arc_easy,common_sense_qa,DIM,26,h26,0.225,40,False
arc_easy,boolq,DIM,26,h26,0.6,100,False
arc_easy,imdb,DIM,26,h26,0.99,100,False
arc_easy,dbpedia_14,DIM,26,h26,0.63,100,False
arc_easy,arc_easy,LDA,26,h26,0.3,50,True
arc_easy,common_sense_qa,LDA,26,h26,0.125,40,False
arc_easy,boolq,LDA,26,h26,0.55,100,False
arc_easy,imdb,LDA,26,h26,0.95,100,False
arc_easy,dbpedia_14,LDA,26,h26,0.52,100,False
arc_easy,arc_easy,LR,26,h26,0.48,50,True
arc_easy,common_sense_qa,LR,26,h26,0.175,40,False
arc_easy,boolq,LR,26,h26,0.6,100,False
arc_easy,imdb,LR,26,h26,0.98,100,False
arc_easy,dbpedia_14,LR,26,h26,0.79,100,False
arc_easy,arc_easy,LR-G,26,h26,0.46,50,True
arc_easy,common_sense_qa,LR-G,26,h26,0.175,40,False
arc_easy,boolq,LR-G,26,h26,0.6,100,False
arc_easy,imdb,LR-G,26,h26,0.99,100,False
arc_easy,dbpedia_14,LR-G,26,h26,0.83,100,False
arc_easy,arc_easy,PCA,26,h26,0.24,50,True
arc_easy,common_sense_qa,PCA,26,h26,0.15,40,False
arc_easy,boolq,PCA,26,h26,0.53,100,False
arc_easy,imdb,PCA,26,h26,0.82,100,False
arc_easy,dbpedia_14,PCA,26,h26,0.62,100,False
arc_easy,arc_easy,PCA-G,26,h26,0.34,50,True
arc_easy,common_sense_qa,PCA-G,26,h26,0.125,40,False
arc_easy,boolq,PCA-G,26,h26,0.51,100,False
arc_easy,imdb,PCA-G,26,h26,0.83,100,False
arc_easy,dbpedia_14,PCA-G,26,h26,0.54,100,False
arc_easy,arc_easy,CCS,28,h28,0.24,50,True
arc_easy,common_sense_qa,CCS,28,h28,0.15,40,False
arc_easy,boolq,CCS,28,h28,0.59,100,False
arc_easy,imdb,CCS,28,h28,0.75,100,False
arc_easy,dbpedia_14,CCS,28,h28,0.59,100,False
arc_easy,arc_easy,LAT,28,h28,0.26,50,True
arc_easy,common_sense_qa,LAT,28,h28,0.175,40,False
arc_easy,boolq,LAT,28,h28,0.51,100,False
arc_easy,imdb,LAT,28,h28,0.66,100,False
arc_easy,dbpedia_14,LAT,28,h28,0.58,100,False
arc_easy,arc_easy,DIM,28,h28,0.4,50,True
arc_easy,common_sense_qa,DIM,28,h28,0.225,40,False
arc_easy,boolq,DIM,28,h28,0.6,100,False
arc_easy,imdb,DIM,28,h28,1.0,100,False
arc_easy,dbpedia_14,DIM,28,h28,0.61,100,False
arc_easy,arc_easy,LDA,28,h28,0.32,50,True
arc_easy,common_sense_qa,LDA,28,h28,0.2,40,False
arc_easy,boolq,LDA,28,h28,0.57,100,False
arc_easy,imdb,LDA,28,h28,0.72,100,False
arc_easy,dbpedia_14,LDA,28,h28,0.85,100,False
arc_easy,arc_easy,LR,28,h28,0.46,50,True
arc_easy,common_sense_qa,LR,28,h28,0.175,40,False
arc_easy,boolq,LR,28,h28,0.6,100,False
arc_easy,imdb,LR,28,h28,1.0,100,False
arc_easy,dbpedia_14,LR,28,h28,0.73,100,False
arc_easy,arc_easy,LR-G,28,h28,0.48,50,True
arc_easy,common_sense_qa,LR-G,28,h28,0.175,40,False
arc_easy,boolq,LR-G,28,h28,0.61,100,False
arc_easy,imdb,LR-G,28,h28,1.0,100,False
arc_easy,dbpedia_14,LR-G,28,h28,0.7,100,False
arc_easy,arc_easy,PCA,28,h28,0.26,50,True
arc_easy,common_sense_qa,PCA,28,h28,0.15,40,False
arc_easy,boolq,PCA,28,h28,0.52,100,False
arc_easy,imdb,PCA,28,h28,0.64,100,False
arc_easy,dbpedia_14,PCA,28,h28,0.51,100,False
arc_easy,arc_easy,PCA-G,28,h28,0.34,50,True
arc_easy,common_sense_qa,PCA-G,28,h28,0.125,40,False
arc_easy,boolq,PCA-G,28,h28,0.51,100,False
arc_easy,imdb,PCA-G,28,h28,0.7,100,False
arc_easy,dbpedia_14,PCA-G,28,h28,0.55,100,False
arc_easy,arc_easy,CCS,30,h30,0.34,50,True
arc_easy,common_sense_qa,CCS,30,h30,0.2,40,False
arc_easy,boolq,CCS,30,h30,0.59,100,False
arc_easy,imdb,CCS,30,h30,0.58,100,False
arc_easy,dbpedia_14,CCS,30,h30,0.74,100,False
arc_easy,arc_easy,LAT,30,h30,0.24,50,True
arc_easy,common_sense_qa,LAT,30,h30,0.2,40,False
arc_easy,boolq,LAT,30,h30,0.52,100,False
arc_easy,imdb,LAT,30,h30,0.62,100,False
arc_easy,dbpedia_14,LAT,30,h30,0.61,100,False
arc_easy,arc_easy,DIM,30,h30,0.42,50,True
arc_easy,common_sense_qa,DIM,30,h30,0.225,40,False
arc_easy,boolq,DIM,30,h30,0.6,100,False
arc_easy,imdb,DIM,30,h30,1.0,100,False
arc_easy,dbpedia_14,DIM,30,h30,0.52,100,False
arc_easy,arc_easy,LDA,30,h30,0.38,50,True
arc_easy,common_sense_qa,LDA,30,h30,0.175,40,False
arc_easy,boolq,LDA,30,h30,0.55,100,False
arc_easy,imdb,LDA,30,h30,0.69,100,False
arc_easy,dbpedia_14,LDA,30,h30,0.59,100,False
arc_easy,arc_easy,LR,30,h30,0.46,50,True
arc_easy,common_sense_qa,LR,30,h30,0.175,40,False
arc_easy,boolq,LR,30,h30,0.6,100,False
arc_easy,imdb,LR,30,h30,1.0,100,False
arc_easy,dbpedia_14,LR,30,h30,0.75,100,False
arc_easy,arc_easy,LR-G,30,h30,0.52,50,True
arc_easy,common_sense_qa,LR-G,30,h30,0.2,40,False
arc_easy,boolq,LR-G,30,h30,0.6,100,False
arc_easy,imdb,LR-G,30,h30,1.0,100,False
arc_easy,dbpedia_14,LR-G,30,h30,0.7,100,False
arc_easy,arc_easy,PCA,30,h30,0.26,50,True
arc_easy,common_sense_qa,PCA,30,h30,0.15,40,False
arc_easy,boolq,PCA,30,h30,0.53,100,False
arc_easy,imdb,PCA,30,h30,0.72,100,False
arc_easy,dbpedia_14,PCA,30,h30,0.6,100,False
arc_easy,arc_easy,PCA-G,30,h30,0.32,50,True
arc_easy,common_sense_qa,PCA-G,30,h30,0.15,40,False
arc_easy,boolq,PCA-G,30,h30,0.51,100,False
arc_easy,imdb,PCA-G,30,h30,0.83,100,False
arc_easy,dbpedia_14,PCA-G,30,h30,0.58,100,False
common_sense_qa,arc_easy,CCS,0,h0,0.3,50,False
common_sense_qa,common_sense_qa,CCS,0,h0,0.225,40,True
common_sense_qa,boolq,CCS,0,h0,0.6,100,False
common_sense_qa,imdb,CCS,0,h0,0.98,100,False
common_sense_qa,dbpedia_14,CCS,0,h0,0.84,100,False
common_sense_qa,arc_easy,LAT,0,h0,0.3,50,False
common_sense_qa,common_sense_qa,LAT,0,h0,0.225,40,True
common_sense_qa,boolq,LAT,0,h0,0.6,100,False
common_sense_qa,imdb,LAT,0,h0,0.78,100,False
common_sense_qa,dbpedia_14,LAT,0,h0,0.56,100,False
common_sense_qa,arc_easy,DIM,0,h0,0.26,50,False
common_sense_qa,common_sense_qa,DIM,0,h0,0.2,40,True
common_sense_qa,boolq,DIM,0,h0,0.6,100,False
common_sense_qa,imdb,DIM,0,h0,0.96,100,False
common_sense_qa,dbpedia_14,DIM,0,h0,0.52,100,False
common_sense_qa,arc_easy,LDA,0,h0,0.34,50,False
common_sense_qa,common_sense_qa,LDA,0,h0,0.3,40,True
common_sense_qa,boolq,LDA,0,h0,0.58,100,False
common_sense_qa,imdb,LDA,0,h0,0.59,100,False
common_sense_qa,dbpedia_14,LDA,0,h0,0.94,100,False
common_sense_qa,arc_easy,LR,0,h0,0.24,50,False
common_sense_qa,common_sense_qa,LR,0,h0,0.25,40,True
common_sense_qa,boolq,LR,0,h0,0.61,100,False
common_sense_qa,imdb,LR,0,h0,1.0,100,False
common_sense_qa,dbpedia_14,LR,0,h0,0.56,100,False
common_sense_qa,arc_easy,LR-G,0,h0,0.26,50,False
common_sense_qa,common_sense_qa,LR-G,0,h0,0.2,40,True
common_sense_qa,boolq,LR-G,0,h0,0.6,100,False
common_sense_qa,imdb,LR-G,0,h0,0.98,100,False
common_sense_qa,dbpedia_14,LR-G,0,h0,0.51,100,False
common_sense_qa,arc_easy,PCA,0,h0,0.3,50,False
common_sense_qa,common_sense_qa,PCA,0,h0,0.15,40,True
common_sense_qa,boolq,PCA,0,h0,0.6,100,False
common_sense_qa,imdb,PCA,0,h0,0.65,100,False
common_sense_qa,dbpedia_14,PCA,0,h0,0.56,100,False
common_sense_qa,arc_easy,PCA-G,0,h0,0.28,50,False
common_sense_qa,common_sense_qa,PCA-G,0,h0,0.2,40,True
common_sense_qa,boolq,PCA-G,0,h0,0.6,100,False
common_sense_qa,imdb,PCA-G,0,h0,0.74,100,False
common_sense_qa,dbpedia_14,PCA-G,0,h0,0.56,100,False
common_sense_qa,arc_easy,CCS,2,h2,0.38,50,False
common_sense_qa,common_sense_qa,CCS,2,h2,0.225,40,True
common_sense_qa,boolq,CCS,2,h2,0.6,100,False
common_sense_qa,imdb,CCS,2,h2,0.98,100,False
common_sense_qa,dbpedia_14,CCS,2,h2,0.52,100,False
common_sense_qa,arc_easy,LAT,2,h2,0.32,50,False
common_sense_qa,common_sense_qa,LAT,2,h2,0.15,40,True
common_sense_qa,boolq,LAT,2,h2,0.6,100,False
common_sense_qa,imdb,LAT,2,h2,1.0,100,False
common_sense_qa,dbpedia_14,LAT,2,h2,0.67,100,False
common_sense_qa,arc_easy,DIM,2,h2,0.32,50,False
common_sense_qa,common_sense_qa,DIM,2,h2,0.25,40,True
common_sense_qa,boolq,DIM,2,h2,0.6,100,False
common_sense_qa,imdb,DIM,2,h2,1.0,100,False
common_sense_qa,dbpedia_14,DIM,2,h2,0.58,100,False
common_sense_qa,arc_easy,LDA,2,h2,0.38,50,False
common_sense_qa,common_sense_qa,LDA,2,h2,0.225,40,True
common_sense_qa,boolq,LDA,2,h2,0.6,100,False
common_sense_qa,imdb,LDA,2,h2,1.0,100,False
common_sense_qa,dbpedia_14,LDA,2,h2,0.63,100,False
common_sense_qa,arc_easy,LR,2,h2,0.26,50,False
common_sense_qa,common_sense_qa,LR,2,h2,0.225,40,True
common_sense_qa,boolq,LR,2,h2,0.6,100,False
common_sense_qa,imdb,LR,2,h2,1.0,100,False
common_sense_qa,dbpedia_14,LR,2,h2,0.69,100,False
common_sense_qa,arc_easy,LR-G,2,h2,0.3,50,False
common_sense_qa,common_sense_qa,LR-G,2,h2,0.275,40,True
common_sense_qa,boolq,LR-G,2,h2,0.6,100,False
common_sense_qa,imdb,LR-G,2,h2,1.0,100,False
common_sense_qa,dbpedia_14,LR-G,2,h2,0.63,100,False
common_sense_qa,arc_easy,PCA,2,h2,0.3,50,False
common_sense_qa,common_sense_qa,PCA,2,h2,0.175,40,True
common_sense_qa,boolq,PCA,2,h2,0.6,100,False
common_sense_qa,imdb,PCA,2,h2,1.0,100,False
common_sense_qa,dbpedia_14,PCA,2,h2,0.65,100,False
common_sense_qa,arc_easy,PCA-G,2,h2,0.38,50,False
common_sense_qa,common_sense_qa,PCA-G,2,h2,0.2,40,True
common_sense_qa,boolq,PCA-G,2,h2,0.6,100,False
common_sense_qa,imdb,PCA-G,2,h2,0.95,100,False
common_sense_qa,dbpedia_14,PCA-G,2,h2,0.65,100,False
common_sense_qa,arc_easy,CCS,4,h4,0.24,50,False
common_sense_qa,common_sense_qa,CCS,4,h4,0.25,40,True
common_sense_qa,boolq,CCS,4,h4,0.58,100,False
common_sense_qa,imdb,CCS,4,h4,0.85,100,False
common_sense_qa,dbpedia_14,CCS,4,h4,0.59,100,False
common_sense_qa,arc_easy,LAT,4,h4,0.24,50,False
common_sense_qa,common_sense_qa,LAT,4,h4,0.225,40,True
common_sense_qa,boolq,LAT,4,h4,0.57,100,False
common_sense_qa,imdb,LAT,4,h4,0.88,100,False
common_sense_qa,dbpedia_14,LAT,4,h4,0.67,100,False
common_sense_qa,arc_easy,DIM,4,h4,0.28,50,False
common_sense_qa,common_sense_qa,DIM,4,h4,0.25,40,True
common_sense_qa,boolq,DIM,4,h4,0.6,100,False
common_sense_qa,imdb,DIM,4,h4,0.65,100,False
common_sense_qa,dbpedia_14,DIM,4,h4,0.7,100,False
common_sense_qa,arc_easy,LDA,4,h4,0.28,50,False
common_sense_qa,common_sense_qa,LDA,4,h4,0.175,40,True
common_sense_qa,boolq,LDA,4,h4,0.6,100,False
common_sense_qa,imdb,LDA,4,h4,0.99,100,False
common_sense_qa,dbpedia_14,LDA,4,h4,0.72,100,False
common_sense_qa,arc_easy,LR,4,h4,0.32,50,False
common_sense_qa,common_sense_qa,LR,4,h4,0.175,40,True
common_sense_qa,boolq,LR,4,h4,0.6,100,False
common_sense_qa,imdb,LR,4,h4,0.7,100,False
common_sense_qa,dbpedia_14,LR,4,h4,0.87,100,False
common_sense_qa,arc_easy,LR-G,4,h4,0.3,50,False
common_sense_qa,common_sense_qa,LR-G,4,h4,0.2,40,True
common_sense_qa,boolq,LR-G,4,h4,0.6,100,False
common_sense_qa,imdb,LR-G,4,h4,0.8,100,False
common_sense_qa,dbpedia_14,LR-G,4,h4,0.86,100,False
common_sense_qa,arc_easy,PCA,4,h4,0.24,50,False
common_sense_qa,common_sense_qa,PCA,4,h4,0.225,40,True
common_sense_qa,boolq,PCA,4,h4,0.56,100,False
common_sense_qa,imdb,PCA,4,h4,0.67,100,False
common_sense_qa,dbpedia_14,PCA,4,h4,0.64,100,False
common_sense_qa,arc_easy,PCA-G,4,h4,0.32,50,False
common_sense_qa,common_sense_qa,PCA-G,4,h4,0.25,40,True
common_sense_qa,boolq,PCA-G,4,h4,0.6,100,False
common_sense_qa,imdb,PCA-G,4,h4,1.0,100,False
common_sense_qa,dbpedia_14,PCA-G,4,h4,0.6,100,False
common_sense_qa,arc_easy,CCS,6,h6,0.22,50,False
common_sense_qa,common_sense_qa,CCS,6,h6,0.3,40,True
common_sense_qa,boolq,CCS,6,h6,0.6,100,False
common_sense_qa,imdb,CCS,6,h6,1.0,100,False
common_sense_qa,dbpedia_14,CCS,6,h6,0.56,100,False
common_sense_qa,arc_easy,LAT,6,h6,0.26,50,False
common_sense_qa,common_sense_qa,LAT,6,h6,0.175,40,True
common_sense_qa,boolq,LAT,6,h6,0.52,100,False
common_sense_qa,imdb,LAT,6,h6,1.0,100,False
common_sense_qa,dbpedia_14,LAT,6,h6,0.86,100,False
common_sense_qa,arc_easy,DIM,6,h6,0.32,50,False
common_sense_qa,common_sense_qa,DIM,6,h6,0.275,40,True
common_sense_qa,boolq,DIM,6,h6,0.5,100,False
common_sense_qa,imdb,DIM,6,h6,0.77,100,False
common_sense_qa,dbpedia_14,DIM,6,h6,0.79,100,False
common_sense_qa,arc_easy,LDA,6,h6,0.36,50,False
common_sense_qa,common_sense_qa,LDA,6,h6,0.3,40,True
common_sense_qa,boolq,LDA,6,h6,0.6,100,False
common_sense_qa,imdb,LDA,6,h6,1.0,100,False
common_sense_qa,dbpedia_14,LDA,6,h6,0.9,100,False
common_sense_qa,arc_easy,LR,6,h6,0.32,50,False
common_sense_qa,common_sense_qa,LR,6,h6,0.3,40,True
common_sense_qa,boolq,LR,6,h6,0.59,100,False
common_sense_qa,imdb,LR,6,h6,0.79,100,False
common_sense_qa,dbpedia_14,LR,6,h6,0.77,100,False
common_sense_qa,arc_easy,LR-G,6,h6,0.28,50,False
common_sense_qa,common_sense_qa,LR-G,6,h6,0.25,40,True
common_sense_qa,boolq,LR-G,6,h6,0.59,100,False
common_sense_qa,imdb,LR-G,6,h6,0.71,100,False
common_sense_qa,dbpedia_14,LR-G,6,h6,0.75,100,False
common_sense_qa,arc_easy,PCA,6,h6,0.28,50,False
common_sense_qa,common_sense_qa,PCA,6,h6,0.2,40,True
common_sense_qa,boolq,PCA,6,h6,0.53,100,False
common_sense_qa,imdb,PCA,6,h6,1.0,100,False
common_sense_qa,dbpedia_14,PCA,6,h6,0.82,100,False
common_sense_qa,arc_easy,PCA-G,6,h6,0.26,50,False
common_sense_qa,common_sense_qa,PCA-G,6,h6,0.25,40,True
common_sense_qa,boolq,PCA-G,6,h6,0.6,100,False
common_sense_qa,imdb,PCA-G,6,h6,0.78,100,False
common_sense_qa,dbpedia_14,PCA-G,6,h6,0.61,100,False
common_sense_qa,arc_easy,CCS,8,h8,0.38,50,False
common_sense_qa,common_sense_qa,CCS,8,h8,0.25,40,True
common_sense_qa,boolq,CCS,8,h8,0.6,100,False
common_sense_qa,imdb,CCS,8,h8,0.93,100,False
common_sense_qa,dbpedia_14,CCS,8,h8,0.86,100,False
common_sense_qa,arc_easy,LAT,8,h8,0.2,50,False
common_sense_qa,common_sense_qa,LAT,8,h8,0.15,40,True
common_sense_qa,boolq,LAT,8,h8,0.61,100,False
common_sense_qa,imdb,LAT,8,h8,0.73,100,False
common_sense_qa,dbpedia_14,LAT,8,h8,0.51,100,False
common_sense_qa,arc_easy,DIM,8,h8,0.24,50,False
common_sense_qa,common_sense_qa,DIM,8,h8,0.25,40,True
common_sense_qa,boolq,DIM,8,h8,0.64,100,False
common_sense_qa,imdb,DIM,8,h8,1.0,100,False
common_sense_qa,dbpedia_14,DIM,8,h8,0.89,100,False
common_sense_qa,arc_easy,LDA,8,h8,0.28,50,False
common_sense_qa,common_sense_qa,LDA,8,h8,0.325,40,True
common_sense_qa,boolq,LDA,8,h8,0.6,100,False
common_sense_qa,imdb,LDA,8,h8,0.97,100,False
common_sense_qa,dbpedia_14,LDA,8,h8,0.64,100,False
common_sense_qa,arc_easy,LR,8,h8,0.32,50,False
common_sense_qa,common_sense_qa,LR,8,h8,0.3,40,True
common_sense_qa,boolq,LR,8,h8,0.6,100,False
common_sense_qa,imdb,LR,8,h8,1.0,100,False
common_sense_qa,dbpedia_14,LR,8,h8,0.88,100,False
common_sense_qa,arc_easy,LR-G,8,h8,0.3,50,False
common_sense_qa,common_sense_qa,LR-G,8,h8,0.3,40,True
common_sense_qa,boolq,LR-G,8,h8,0.62,100,False
common_sense_qa,imdb,LR-G,8,h8,1.0,100,False
common_sense_qa,dbpedia_14,LR-G,8,h8,0.88,100,False
common_sense_qa,arc_easy,PCA,8,h8,0.28,50,False
common_sense_qa,common_sense_qa,PCA,8,h8,0.15,40,True
common_sense_qa,boolq,PCA,8,h8,0.59,100,False
common_sense_qa,imdb,PCA,8,h8,0.53,100,False
common_sense_qa,dbpedia_14,PCA,8,h8,0.51,100,False
common_sense_qa,arc_easy,PCA-G,8,h8,0.3,50,False
common_sense_qa,common_sense_qa,PCA-G,8,h8,0.175,40,True
common_sense_qa,boolq,PCA-G,8,h8,0.58,100,False
common_sense_qa,imdb,PCA-G,8,h8,0.86,100,False
common_sense_qa,dbpedia_14,PCA-G,8,h8,0.75,100,False
common_sense_qa,arc_easy,CCS,10,h10,0.24,50,False
common_sense_qa,common_sense_qa,CCS,10,h10,0.35,40,True
common_sense_qa,boolq,CCS,10,h10,0.6,100,False
common_sense_qa,imdb,CCS,10,h10,0.64,100,False
common_sense_qa,dbpedia_14,CCS,10,h10,0.61,100,False
common_sense_qa,arc_easy,LAT,10,h10,0.36,50,False
common_sense_qa,common_sense_qa,LAT,10,h10,0.125,40,True
common_sense_qa,boolq,LAT,10,h10,0.6,100,False
common_sense_qa,imdb,LAT,10,h10,0.54,100,False
common_sense_qa,dbpedia_14,LAT,10,h10,0.89,100,False
common_sense_qa,arc_easy,DIM,10,h10,0.3,50,False
common_sense_qa,common_sense_qa,DIM,10,h10,0.175,40,True
common_sense_qa,boolq,DIM,10,h10,0.61,100,False
common_sense_qa,imdb,DIM,10,h10,1.0,100,False
common_sense_qa,dbpedia_14,DIM,10,h10,0.88,100,False
common_sense_qa,arc_easy,LDA,10,h10,0.32,50,False
common_sense_qa,common_sense_qa,LDA,10,h10,0.3,40,True
common_sense_qa,boolq,LDA,10,h10,0.6,100,False
common_sense_qa,imdb,LDA,10,h10,1.0,100,False
common_sense_qa,dbpedia_14,LDA,10,h10,0.74,100,False
common_sense_qa,arc_easy,LR,10,h10,0.38,50,False
common_sense_qa,common_sense_qa,LR,10,h10,0.3,40,True
common_sense_qa,boolq,LR,10,h10,0.6,100,False
common_sense_qa,imdb,LR,10,h10,1.0,100,False
common_sense_qa,dbpedia_14,LR,10,h10,0.62,100,False
common_sense_qa,arc_easy,LR-G,10,h10,0.34,50,False
common_sense_qa,common_sense_qa,LR-G,10,h10,0.325,40,True
common_sense_qa,boolq,LR-G,10,h10,0.6,100,False
common_sense_qa,imdb,LR-G,10,h10,1.0,100,False
common_sense_qa,dbpedia_14,LR-G,10,h10,0.76,100,False
common_sense_qa,arc_easy,PCA,10,h10,0.22,50,False
common_sense_qa,common_sense_qa,PCA,10,h10,0.15,40,True
common_sense_qa,boolq,PCA,10,h10,0.59,100,False
common_sense_qa,imdb,PCA,10,h10,0.69,100,False
common_sense_qa,dbpedia_14,PCA,10,h10,0.88,100,False
common_sense_qa,arc_easy,PCA-G,10,h10,0.26,50,False
common_sense_qa,common_sense_qa,PCA-G,10,h10,0.225,40,True
common_sense_qa,boolq,PCA-G,10,h10,0.6,100,False
common_sense_qa,imdb,PCA-G,10,h10,1.0,100,False
common_sense_qa,dbpedia_14,PCA-G,10,h10,0.67,100,False
common_sense_qa,arc_easy,CCS,12,h12,0.34,50,False
common_sense_qa,common_sense_qa,CCS,12,h12,0.225,40,True
common_sense_qa,boolq,CCS,12,h12,0.51,100,False
common_sense_qa,imdb,CCS,12,h12,0.97,100,False
common_sense_qa,dbpedia_14,CCS,12,h12,0.95,100,False
common_sense_qa,arc_easy,LAT,12,h12,0.2,50,False
common_sense_qa,common_sense_qa,LAT,12,h12,0.25,40,True
common_sense_qa,boolq,LAT,12,h12,0.62,100,False
common_sense_qa,imdb,LAT,12,h12,1.0,100,False
common_sense_qa,dbpedia_14,LAT,12,h12,0.6,100,False
common_sense_qa,arc_easy,DIM,12,h12,0.26,50,False
common_sense_qa,common_sense_qa,DIM,12,h12,0.175,40,True
common_sense_qa,boolq,DIM,12,h12,0.6,100,False
common_sense_qa,imdb,DIM,12,h12,0.57,100,False
common_sense_qa,dbpedia_14,DIM,12,h12,0.55,100,False
common_sense_qa,arc_easy,LDA,12,h12,0.28,50,False
common_sense_qa,common_sense_qa,LDA,12,h12,0.25,40,True
common_sense_qa,boolq,LDA,12,h12,0.6,100,False
common_sense_qa,imdb,LDA,12,h12,0.74,100,False
common_sense_qa,dbpedia_14,LDA,12,h12,0.82,100,False
common_sense_qa,arc_easy,LR,12,h12,0.32,50,False
common_sense_qa,common_sense_qa,LR,12,h12,0.275,40,True
common_sense_qa,boolq,LR,12,h12,0.6,100,False
common_sense_qa,imdb,LR,12,h12,0.88,100,False
common_sense_qa,dbpedia_14,LR,12,h12,0.76,100,False
common_sense_qa,arc_easy,LR-G,12,h12,0.28,50,False
common_sense_qa,common_sense_qa,LR-G,12,h12,0.3,40,True
common_sense_qa,boolq,LR-G,12,h12,0.6,100,False
common_sense_qa,imdb,LR-G,12,h12,0.99,100,False
common_sense_qa,dbpedia_14,LR-G,12,h12,0.6,100,False
common_sense_qa,arc_easy,PCA,12,h12,0.36,50,False
common_sense_qa,common_sense_qa,PCA,12,h12,0.075,40,True
common_sense_qa,boolq,PCA,12,h12,0.52,100,False
common_sense_qa,imdb,PCA,12,h12,0.96,100,False
common_sense_qa,dbpedia_14,PCA,12,h12,0.58,100,False
common_sense_qa,arc_easy,PCA-G,12,h12,0.32,50,False
common_sense_qa,common_sense_qa,PCA-G,12,h12,0.225,40,True
common_sense_qa,boolq,PCA-G,12,h12,0.57,100,False
common_sense_qa,imdb,PCA-G,12,h12,0.95,100,False
common_sense_qa,dbpedia_14,PCA-G,12,h12,0.72,100,False
common_sense_qa,arc_easy,CCS,14,h14,0.4,50,False
common_sense_qa,common_sense_qa,CCS,14,h14,0.2,40,True
common_sense_qa,boolq,CCS,14,h14,0.64,100,False
common_sense_qa,imdb,CCS,14,h14,1.0,100,False
common_sense_qa,dbpedia_14,CCS,14,h14,0.58,100,False
common_sense_qa,arc_easy,LAT,14,h14,0.4,50,False
common_sense_qa,common_sense_qa,LAT,14,h14,0.15,40,True
common_sense_qa,boolq,LAT,14,h14,0.58,100,False
common_sense_qa,imdb,LAT,14,h14,1.0,100,False
common_sense_qa,dbpedia_14,LAT,14,h14,0.59,100,False
common_sense_qa,arc_easy,DIM,14,h14,0.24,50,False
common_sense_qa,common_sense_qa,DIM,14,h14,0.25,40,True
common_sense_qa,boolq,DIM,14,h14,0.6,100,False
